Code,Name,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
PAK,巴基斯坦,11340000242,13338484980,15126059646,17820100626,19707979303,23689696768,28100605515,30725972787,28691890433,31151824659,31144920554,31899071054,33351528115,38472741737,40171019643,40010424929,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.10E+11,1.37E+11,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.24E+11,2.31E+11,2.44E+11,2.71E+11,2.79E+11
PAN,巴拿马,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464365,54091713776,57957594212
PER,秘鲁,16877163792,15947709380,14620386674,12495779622,15962459447,18134029180,21649137620,21793496819,17345624454,17599660054,16548827018,15244232958,20702298397,15439408447,22499559086,26410386669,34672122381,36139225288,35158109999,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11
PHL,菲律宾,14893969288,17097563270,19648106122,22706155475,27502168727,32450541843,35646416953,37140163934,33212180658,31408492877,30734335449,29868339081,33195933430,37885440419,42575183906,44311593756,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207028768,82995145793,81026300310,76262072467,81357605642,83908206648,91371242495,1.03E+11,1.22E+11,1.49E+11,1.74E+11,1.68E+11,2.00E+11,2.24E+11,2.50E+11,2.72E+11,2.85E+11,2.93E+11,3.05E+11
PLW,帕劳,,,,,,,,,,,,,,,,,,,,,,,,,,144759500,155430000,161950700,152765800,164163200,184677300,188037700,193113700,196859300,182704300,182863000,193235600,214648500,225345700,245675100,293124000,303984500
PNG,巴布亚新几内亚,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23060047128,20638636035,19028120013
POL,波兰,,,,,,,,,,,,,,,,65977749037,85500935935,94337050693,96045645026,1.11E+11,1.42E+11,1.60E+11,1.59E+11,1.74E+11,1.70E+11,1.72E+11,1.91E+11,1.99E+11,2.18E+11,2.55E+11,3.06E+11,3.45E+11,4.29E+11,5.34E+11,4.40E+11,4.79E+11,5.29E+11,5.00E+11,5.24E+11,5.45E+11,4.77E+11,4.72E+11
PRE,預人口紅利,52402198134,61661437231,68340685720,75995266101,96130095672,1.18E+11,1.64E+11,1.54E+11,1.23E+11,1.12E+11,1.16E+11,1.13E+11,1.23E+11,1.25E+11,1.23E+11,1.94E+11,1.89E+11,1.75E+11,1.54E+11,1.46E+11,1.73E+11,1.91E+11,2.01E+11,2.07E+11,2.10E+11,2.40E+11,2.37E+11,2.82E+11,3.21E+11,3.92E+11,4.90E+11,6.22E+11,7.52E+11,9.48E+11,8.56E+11,1.01E+12,1.18E+12,1.31E+12,1.43E+12,1.53E+12,1.35E+12,1.22E+12
PRI,波多黎各,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521341,87276164365,89524131617,93639300000,96385600000,98381300000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11
PRK,朝鲜民主主义人民共和国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,葡萄牙,19349512941,20334835544,21441635411,23489924726,26625439344,32899759311,31980423453,30530759334,27242331886,25220451794,27118476174,38749715722,48187667853,56352797354,60600056659,78721607509,89242382961,1.08E+11,95019103603,99698453261,1.18E+11,1.23E+11,1.17E+11,1.24E+11,1.27E+11,1.18E+11,1.22E+11,1.34E+11,1.65E+11,1.89E+11,1.97E+11,2.09E+11,2.40E+11,2.62E+11,2.44E+11,2.38E+11,2.45E+11,2.16E+11,2.26E+11,2.30E+11,1.99E+11,2.06E+11
PRY,巴拉圭,1511420635,1698960317,2092158730,2559857143,3416777778,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24578067861,22341754514,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572
PSE,约旦河西岸和加沙,,,,,,,,,,,,,,,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000
PSS,太平洋岛国,1131296041,1134401512,1183543998,1372617860,1681695350,1924778394,1984461983,1938429664,1856382882,2035175121,1926688461,2091653193,2054780365,2152805766,2248042499,2421494080,2573260427,2831253578,2996470084,3457405619,3730007250,3999186181,3989976376,3409643330,3728508525,3444107104,3371088100,3545566371,4151867430,4792900406,5264846476,5538558363,6079240022,6556238315,5776683306,6416546872,7632369497,8148836479,8440624522,8800522785,8589369460,9025052142
PST,人口紅利之後,4.55E+12,4.94E+12,5.58E+12,6.70E+12,7.71E+12,8.53E+12,8.63E+12,8.59E+12,8.92E+12,9.32E+12,9.82E+12,1.20E+13,1.39E+13,1.57E+13,1.64E+13,1.84E+13,1.94E+13,2.08E+13,2.09E+13,2.24E+13,2.49E+13,2.50E+13,2.45E+13,2.46E+13,2.58E+13,2.63E+13,2.60E+13,2.72E+13,3.05E+13,3.39E+13,3.56E+13,3.75E+13,4.09E+13,4.32E+13,4.07E+13,4.25E+13,4.56E+13,4.55E+13,4.60E+13,4.69E+13,4.44E+13,4.54E+13
PYF,法属波利尼西亚,690319754.9,732286143.3,793193187.4,1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,,,
QAT,卡塔尔,2512784033,3284301332,3617580172,4052000413,5633000318,7829094613,8661263764,7596703214,6467582308,6704395824,6153296456,5053021951,5446428681,6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.15E+11,97798351648,1.25E+11,1.68E+11,1.87E+11,1.99E+11,2.06E+11,1.62E+11,1.52E+11
ROU,罗马尼亚,,,,,,,,,,,,,38413636364,40809523810,42105263158,38995454545,28998684211,25121666667,26362894737,30074440483,37662075750,37182938696,35838588170,41976002704,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,1.24E+11,1.76E+11,2.14E+11,1.73E+11,1.66E+11,1.83E+11,1.71E+11,1.91E+11,2.00E+11,1.78E+11,1.88E+11
RUS,俄罗斯联邦,,,,,,,,,,,,,,5.55E+11,5.07E+11,5.17E+11,5.18E+11,4.60E+11,4.35E+11,3.95E+11,3.96E+11,3.92E+11,4.05E+11,2.71E+11,1.96E+11,2.60E+11,3.07E+11,3.45E+11,4.30E+11,5.91E+11,7.64E+11,9.90E+11,1.30E+12,1.66E+12,1.22E+12,1.52E+12,2.05E+12,2.21E+12,2.30E+12,2.06E+12,1.36E+12,1.28E+12
RWA,卢旺达,571863295.7,637754162.1,746650558.6,905709147.3,1109346221,1254765350,1407062608,1407242640,1479688126,1587412957,1715625839,1944711061,2157434025,2395493878,2405021933,2550185618,1911600970,2029026704,1971525999,753636370.5,1293535011,1382334879,1851558302,1989343495,1817654508,1734938652,1674685248,1677552332,1846198771,2088961969,2581313486,3152324689,3824788145,4860093843,5378925895,5773084568,6563320570,7334917697,7621923308,8016591928,8277613194,8475681533
SAS,南亚,1.36E+11,1.33E+11,1.54E+11,1.75E+11,1.96E+11,2.36E+11,2.50E+11,2.59E+11,2.74E+11,2.73E+11,2.97E+11,3.14E+11,3.49E+11,3.75E+11,3.78E+11,4.07E+11,3.62E+11,3.85E+11,3.81E+11,4.32E+11,4.80E+11,5.25E+11,5.51E+11,5.58E+11,5.98E+11,6.22E+11,6.39E+11,6.70E+11,7.83E+11,9.07E+11,1.04E+12,1.20E+12,1.50E+12,1.53E+12,1.68E+12,2.06E+12,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12
SAU,沙特阿拉伯,46773368206,64005665722,74188249979,80265619485,1.12E+11,1.65E+11,1.84E+11,1.53E+11,1.29E+11,1.20E+11,1.04E+11,86961922765,85695861148,88256074766,95344459279,1.18E+11,1.32E+11,1.37E+11,1.33E+11,1.35E+11,1.43E+11,1.59E+11,1.66E+11,1.47E+11,1.62E+11,1.90E+11,1.84E+11,1.90E+11,2.16E+11,2.59E+11,3.28E+11,3.77E+11,4.16E+11,5.20E+11,4.29E+11,5.28E+11,6.71E+11,7.36E+11,7.47E+11,7.56E+11,6.54E+11,6.45E+11
SDN,苏丹,5598000000,6979333333,8704000000,7670500000,9032250000,7459833333,10016500000,9240000000,8230153846,9701357143,12403733333,15769062500,20155555556,15399166667,15291507937,12408647541,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,97156119150,95584380032
SEN,塞内加尔,2830388405,2869777812,2938046307,3280354339,4084878668,4435050397,4021697233,3936758682,3512053232,3425127373,3750056424,5304238013,6381385760,6311054901,6219793533,7237100724,7111252866,7602005274,7189226453,4908415369,6176312552,6413189839,5915250258,6368265194,6512207622,5924239701,6174898370,6752510283,8683229268,10167441854,11022821632,11847848225,14285970085,16949789465,16248212852,16215069256,17878780185,17825417949,18960182371,19770919167,17767620059,18973894459
SGP,新加坡,5633386680,6326445410,6617532783,7515823563,9294635004,11893405684,14171819540,16078856440,17775280374,19735920492,19138296376,18569292305,20897630201,25337226971,30423573842,36152027893,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,1.00E+11,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,1.14E+11,1.27E+11,1.48E+11,1.80E+11,1.92E+11,1.92E+11,2.36E+11,2.76E+11,2.91E+11,3.04E+11,3.12E+11,3.04E+11,3.10E+11
SLB,所罗门群岛,74617096.48,83099107.91,93147039.25,111022090,151270207.9,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435103853.5,400463452.1,341661643.6,332738245.9,375111894.9,413909879.3,456705434,516074229,608293860.3,597765363.1,681151193.5,932725583.3,1063879446,1129787198,1172268301,1154650069,1232699139
SLE,塞拉利昂,679335901.1,594895672.3,691777758.4,960728338.9,1109374722,1100685845,1114830472,1295361886,995104305.3,1087471862,856890498.6,490181456.6,701307602.3,1055083945,932974411.9,649644826.8,779981458.9,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3556036535
SLV,萨尔瓦多,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986886200,17601616000,18447922400,20283783700,21386153000,21977401900,22585841200,23166030400,23912227500
SMR,圣马力诺,,,,,,,,,,,,,,,,,,,,,,,,,1215640315,1101897918,1160626398,1253529080,1600451467,1877328036,1958711603,2092585623,2488365727,2752307016,2363156432,2139072848,2054489853,1800077091,1865374403,1788510017,1523012088,1564380531
SOM,索马里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481000000,6562001351,6659000748,6761998534
SRB,塞尔维亚,,,,,,,,,,,,,,,,,,,,,16750000000,20948677840,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,37160332465,38299854688
SSA,撒哈拉以南非洲地区（不包括高收入）,1.35E+11,1.47E+11,1.62E+11,1.79E+11,2.16E+11,2.71E+11,3.82E+11,3.52E+11,3.04E+11,2.76E+11,2.62E+11,2.74E+11,3.12E+11,3.25E+11,3.30E+11,3.35E+11,3.41E+11,3.36E+11,3.14E+11,3.09E+11,3.55E+11,3.66E+11,3.80E+11,3.67E+11,3.70E+11,3.95E+11,3.76E+11,4.10E+11,5.14E+11,6.41E+11,7.61E+11,9.05E+11,1.05E+12,1.20E+12,1.15E+12,1.37E+12,1.55E+12,1.63E+12,1.74E+12,1.83E+12,1.67E+12,1.54E+12
SSD,南苏丹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17273335564,11266779661,14940338983,15099661017,10906867790,2904114903
SSF,撒哈拉以南非洲地区,1.35E+11,1.47E+11,1.62E+11,1.79E+11,2.16E+11,2.71E+11,3.82E+11,3.52E+11,3.04E+11,2.76E+11,2.62E+11,2.74E+11,3.12E+11,3.25E+11,3.30E+11,3.36E+11,3.42E+11,3.37E+11,3.14E+11,3.10E+11,3.55E+11,3.67E+11,3.81E+11,3.68E+11,3.71E+11,3.95E+11,3.77E+11,4.11E+11,5.15E+11,6.42E+11,7.62E+11,9.06E+11,1.05E+12,1.21E+12,1.15E+12,1.37E+12,1.55E+12,1.63E+12,1.74E+12,1.83E+12,1.67E+12,1.55E+12
SST,小国,22994027133,26246520326,29799576980,32047627540,39771502183,52688359266,54430645160,54198194960,52436476376,51973824778,50031093443,49052535368,56038549490,61765668676,64266191796,74687407806,76198117577,81125723682,79957789819,84116243608,95404648264,1.02E+11,1.09E+11,1.09E+11,1.17E+11,1.29E+11,1.30E+11,1.39E+11,1.66E+11,1.99E+11,2.38E+11,2.77E+11,3.33E+11,4.01E+11,3.43E+11,3.94E+11,4.77E+11,4.98E+11,5.16E+11,5.30E+11,4.51E+11,4.43E+11
STP,圣多美和普林西比,,,,,,,,,,,,,,,,,,,,,,,,,,,71630592.22,79863374.95,95544010.78,104486043.5,125146438.7,133324919,144616696.8,188021168.8,187821029,197454053.1,233213522.6,252560557.1,302924711.4,348941715.4,315521532,354237479.2
SUR,苏里南,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.9,605492537.3,691590497.7,861411471.3,926422500,1110850000,886290697.7,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793388732,2626493057,2936440801,3532961749,3875555556,4368398048,4422646204,4958566170,5149556634,5235212206,4767414748,3152173913
SVK,斯洛伐克共和国,,,,,,,,,,,,,,,,12694544693,14213045494,15431288006,16452201101,20079363626,25733043137,27821913815,27660149541,29828899206,30415095887,29114875622,30703017450,35083608131,46731767494,57240535138,62697540107,70596729394,86304245825,1.00E+11,88945625174,89501012916,98181259740,93413992956,98478349315,1.01E+11,87769595120,89848359305
SVN,斯洛文尼亚,,,,,,,,,,,,,,,,,,,,,21273055398,21480023017,20749140606,22125435372,22689994990,20342201356,20875387068,23563576758,29697448108,34470227454,36346974008,39587732029,48114688201,55589849128,50244793832,48013606745,51290792018,46352802766,48116256926,49904928335,43072415017,44708598649
SWE,瑞典,81716751698,88102107647,93136775103,1.03E+11,1.22E+11,1.40E+11,1.28E+11,1.13E+11,1.04E+11,1.08E+11,1.13E+11,1.48E+11,1.80E+11,2.04E+11,2.15E+11,2.58E+11,2.70E+11,2.80E+11,2.10E+11,2.26E+11,2.64E+11,2.88E+11,2.64E+11,2.67E+11,2.71E+11,2.60E+11,2.40E+11,2.64E+11,3.31E+11,3.82E+11,3.89E+11,4.20E+11,4.88E+11,5.14E+11,4.30E+11,4.89E+11,5.64E+11,5.44E+11,5.79E+11,5.74E+11,4.98E+11,5.12E+11
SWZ,斯威士兰,288302907.4,272539098.4,304047838.1,340616375.3,412093133.8,542000513.6,571542674.6,537575980.8,555336145.8,494475699.9,361014890.5,449146608.3,584135559.9,692016714.3,696915430.7,1114703088,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1738100853,1542477309,1432228125,2197612701,2770082792,3178126492,3291353836,3469363996,3294093485,3580417067,4438778424,4820499924,4823831657,4560713074,4377293816,4020275298,3817430000
SXM,圣马丁(荷属),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,塞舌尔,47803145.96,49278979.55,64526398.66,85552369.91,127261099.2,147357222.8,154902869,147912069.8,146712850.5,151313242,168887539.1,207850623.6,249267039.8,283828769,304832867.4,368584758.9,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1060222480,1328158360,1343010475,1377492466,1427525457
SYR,阿拉伯叙利亚共和国,6826980767,7633528921,7696011360,9275203106,9929682184,13062421025,15518199247,16298905397,17589184557,17503082982,16403544511,13293209270,11356215713,10577042355,9853396226,12308624284,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233969,15200846138,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,,
TCA,特克斯科斯群岛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,乍得,864602103.3,866044961,935360466.4,1113920123,1004316495,1033002402,876937559.7,834369860.4,832415806,919103735.3,1033069710,1067828247,1163426851,1482597299,1433686310,1738605558,1877138042,1881847677,1463251055,1179837955,1445919970,1607345450,1544689503,1744794457,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663561,7422102656,8638711443,10351932604,9253484108,10657705536,12156380425,12368071039,12949854263,13922223234,10945989472,10090922857
TEA,东亚与太平洋地区 (IBRD与IDA),2.46E+11,2.50E+11,2.89E+11,2.80E+11,3.24E+11,3.74E+11,3.99E+11,4.19E+11,4.40E+11,4.77E+11,5.23E+11,5.21E+11,5.15E+11,5.71E+11,6.17E+11,6.62E+11,7.18E+11,8.05E+11,8.83E+11,1.06E+12,1.31E+12,1.51E+12,1.56E+12,1.43E+12,1.57E+12,1.73E+12,1.84E+12,2.04E+12,2.31E+12,2.68E+12,3.10E+12,3.73E+12,4.72E+12,5.98E+12,6.49E+12,7.87E+12,9.62E+12,1.07E+13,1.18E+13,1.27E+13,1.32E+13,1.35E+13
TEC,欧洲与中亚地区 (IBRD与IDA),,,,,,,,,,,,,,9.90E+11,9.61E+11,1.02E+12,1.01E+12,9.44E+11,9.31E+11,8.37E+11,9.19E+11,9.48E+11,9.79E+11,9.47E+11,8.20E+11,8.92E+11,9.07E+11,1.02E+12,1.25E+12,1.62E+12,2.03E+12,2.46E+12,3.16E+12,3.91E+12,3.10E+12,3.64E+12,4.42E+12,4.61E+12,4.89E+12,4.62E+12,3.60E+12,3.47E+12
TGO,多哥,617321669.4,619375134.2,777435020.5,824263841.5,891775906.6,1136408814,962347001,821651918.7,765746590.6,718148959.6,762359722.7,1060911735,1249099130,1378847487,1352949663,1628427515,1602299863,1692959110,1233496846,982624324.5,1309382885,1465448290,1498950899,1587345951,1576094566,1488185772,1481141850,1698678686,2111093198,2255942249,2280575830,2349495621,2659095101,3310277927,3365711796,3426022206,3867391618,3873529926,4320427496,4568900620,4179185205,4457732625
THA,泰国,14882747955,16985211146,19779315170,24006570178,27371699083,32353440727,34846107862,36589797857,40042826244,41797592963,38900692712,43096746122,50535438696,61667199835,72250877410,85343063966,98234695722,1.11E+11,1.29E+11,1.47E+11,1.69E+11,1.83E+11,1.50E+11,1.14E+11,1.27E+11,1.26E+11,1.20E+11,1.34E+11,1.52E+11,1.73E+11,1.89E+11,2.22E+11,2.63E+11,2.91E+11,2.82E+11,3.41E+11,3.71E+11,3.98E+11,4.20E+11,4.07E+11,4.01E+11,4.12E+11
TJK,塔吉克斯坦,,,,,,,,,,,,,,,,2629395066,2534720480,1909246641,1630251392,1522018436,1231567145,1043993232,921927796.5,1320113314,1086605267,860521119.3,1080726752,1221156977,1555366826,2076148796,2312327536,2830251031,3719506173,5161308188,4979481980,5642178580,6522732203,7633049792,8506045086,9236309138,7854602392,6952678127
TKM,土库曼斯坦,,,,,,,,,,,,,2331358820,3010982414,3006988217,3189539641,3208098919,3200539816,3172880188,2496503231,2474614242,2378759975,2450349634,2605688065,2450564468,2904662605,3534803922,4461978499,5977560877,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000
TLA,拉丁美洲与加勒比海地区 (IBRD与IDA),3.68E+11,4.10E+11,4.51E+11,5.11E+11,6.11E+11,7.40E+11,8.57E+11,7.95E+11,6.94E+11,6.97E+11,7.19E+11,7.22E+11,7.61E+11,8.60E+11,9.42E+11,1.11E+12,1.38E+12,1.30E+12,1.50E+12,1.72E+12,1.83E+12,1.99E+12,2.19E+12,2.20E+12,1.97E+12,2.17E+12,2.12E+12,1.88E+12,1.92E+12,2.22E+12,2.71E+12,3.18E+12,3.77E+12,4.40E+12,4.12E+12,5.15E+12,5.88E+12,5.93E+12,6.08E+12,6.20E+12,5.29E+12,5.15E+12
TLS,东帝汶,,,,,,,,,,,,,,,,,,,,,,,,,,439600000,517700000,510700000,543400000,1078400000,1813800000,2657900000,2881000000,4391400000,3199600000,3998900000,5681900000,6671000000,5649800000,4045400000,3104400000,2521000000
TMN,中东与北非地区 (IBRD与IDA),,,,,,,,,,,,,,,,,,,2.89E+11,2.96E+11,3.38E+11,3.92E+11,4.02E+11,4.08E+11,4.32E+11,4.47E+11,4.63E+11,4.50E+11,5.08E+11,5.89E+11,6.94E+11,8.07E+11,9.98E+11,1.23E+12,1.19E+12,1.37E+12,1.56E+12,1.72E+12,1.61E+12,1.59E+12,1.43E+12,1.45E+12
TON,汤加,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855,113563821.6,132201141.4,137066290.6,138489884.4,193775943,202547013.9,219583570.1,212155124.7,188686997.3,196686674.7,202363492.2,181244788.5,182737040.1,202543202,229358214.8,262176133.7,294137737.1,300143056.9,349484427.6,318166562.8,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401117500
TSA,南亚 (IBRD与IDA),1.36E+11,1.33E+11,1.54E+11,1.75E+11,1.96E+11,2.36E+11,2.50E+11,2.59E+11,2.74E+11,2.73E+11,2.97E+11,3.14E+11,3.49E+11,3.75E+11,3.78E+11,4.07E+11,3.62E+11,3.85E+11,3.81E+11,4.32E+11,4.80E+11,5.25E+11,5.51E+11,5.58E+11,5.98E+11,6.22E+11,6.39E+11,6.70E+11,7.83E+11,9.07E+11,1.04E+12,1.20E+12,1.50E+12,1.53E+12,1.68E+12,2.06E+12,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12
TSS,撒哈拉以南非洲地区 (IBRD与IDA),1.35E+11,1.47E+11,1.62E+11,1.79E+11,2.16E+11,2.71E+11,3.82E+11,3.52E+11,3.04E+11,2.76E+11,2.62E+11,2.74E+11,3.12E+11,3.25E+11,3.30E+11,3.36E+11,3.42E+11,3.37E+11,3.14E+11,3.10E+11,3.55E+11,3.67E+11,3.81E+11,3.68E+11,3.71E+11,3.95E+11,3.77E+11,4.11E+11,5.15E+11,6.42E+11,7.62E+11,9.06E+11,1.05E+12,1.21E+12,1.15E+12,1.37E+12,1.55E+12,1.63E+12,1.74E+12,1.83E+12,1.67E+12,1.55E+12
TTO,特立尼达和多巴哥,2442667573,2500410584,3138666667,3562333458,4602416625,6235833333,6992083333,8140416667,7763750000,7757083333,7375918367,4794444444,4797777778,4496852073,4323058824,5068000000,5307905882,5439552941,4669488516,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157253321,25366520907,25601811994,26578524198,27200280855,24401734195,22295585700
TUN,突尼斯,4328610490,4507929104,5109324009,5968044210,7188191882,8744134354,8428513568,8133401050,8350176783,8254891864,8410185740,9018136020,9696271268,10096292842,10102075213,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47632326088,43152528548,41808379888
TUR,土耳其,44633707243,51280134554,58676813687,65147022486,89394085658,68789289566,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,1.07E+11,1.51E+11,1.50E+11,1.58E+11,1.80E+11,1.31E+11,1.69E+11,1.81E+11,1.90E+11,2.76E+11,2.56E+11,2.73E+11,2.00E+11,2.38E+11,3.12E+11,4.05E+11,5.01E+11,5.52E+11,6.76E+11,7.64E+11,6.45E+11,7.72E+11,8.33E+11,8.74E+11,9.51E+11,9.34E+11,8.60E+11,8.64E+11
TUV,图瓦卢,,,,,,,,,,,,,,,,8824447.74,9365165.914,9742949.471,9630762.954,10886825.56,11025945.14,12334846.23,12700905.45,12757632.87,13687141.11,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711827.75,37671734.83,37509122.07,37290587.5,35556038.82,36572611.89
TZA,坦桑尼亚,,,,,,,,,,,,,,5100405772,4420168102,4258743263,4956588279,4601413264,4257702197,4510846968,5255221425,6496195451,7683852497,12270448700,12711213451,13375976354,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27941177434,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003
UGA,乌干达,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647477,3519666339,3923232122,6269511615,6508931652,5276480986,4304398866,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,18168902154,20186496527,20176025257,23114293416,24599550624,27291879819,27102650387,24133664285
